Rank,Channel Info,Influence Score,Followers,Avg. Likes,Posts,60-Day Eng Rate,New Post Avg. Likes,Total Likes,Country Or Region,Influencer Name,Username,Category,Avg Likes,Avg Comments,Engagement Rate (%),Country
,,,4m,,,,,,,Influencer_1003,user_1003,Travel,1m,4m,3.26,Brazil
,,,9m,,,,,,,Influencer_1004,user_1004,Fashion,5m,9m,0.44,France
,,,8m,,,,,,,Influencer_1005,user_1005,Gaming,2m,8m,10.24,Italy
,,,6m,,,,,,,Influencer_1006,user_1006,Music,3m,3m,8.49,Italy
,,,68k,,,,,,,Influencer_1007,user_1007,Fitness,1m,2m,3.69,South Korea
,,,4m,,,,,,,Influencer_1008,user_1008,Gaming,6m,1m,3.96,India
,,,2m,,,,,,,Influencer_1009,user_1009,Gaming,3m,5m,2.85,UK
,,,2m,,,,,,,Influencer_1010,user_1010,Fitness,8m,2m,13.43,India
,,,2m,,,,,,,Influencer_1011,user_1011,Beauty,5m,9m,14.42,Brazil
,,,7m,,,,,,,Influencer_1012,user_1012,Travel,2m,2m,8.84,Italy
,,,6m,,,,,,,Influencer_1013,user_1013,Gaming,1m,6m,2.56,Italy
,,,6m,,,,,,,Influencer_1014,user_1014,Music,1m,2m,0.18,France
,,,1m,,,,,,,Influencer_1015,user_1015,Fashion,4m,7m,9.13,South Korea
,,,3m,,,,,,,Influencer_1016,user_1016,Fitness,9m,996k,5.03,South Korea
,,,3m,,,,,,,Influencer_1017,user_1017,Music,4m,7m,10.97,India
,,,2m,,,,,,,Influencer_1018,user_1018,Beauty,491k,9m,12.75,Brazil
,,,6m,,,,,,,Influencer_1019,user_1019,Fitness,6m,9m,7.46,Italy
,,,7m,,,,,,,Influencer_1020,user_1020,Music,6m,8m,6.65,France
,,,5m,,,,,,,Influencer_1021,user_1021,Music,7m,3m,7.68,Brazil
,,,973k,,,,,,,Influencer_1022,user_1022,Music,3m,7m,3.13,South Korea
,,,4m,,,,,,,Influencer_1023,user_1023,Tech,6m,43k,9.4,Italy
,,,1m,,,,,,,Influencer_1024,user_1024,Travel,8m,2m,8.14,South Korea
,,,3m,,,,,,,Influencer_1025,user_1025,Gaming,6m,2m,1.74,Italy
,,,5m,,,,,,,Influencer_1026,user_1026,Tech,2m,6m,5.35,France
,,,2m,,,,,,,Influencer_1027,user_1027,Music,1m,4m,1.89,India
,,,1m,,,,,,,Influencer_1028,user_1028,Music,61k,6m,5.52,USA
,,,6m,,,,,,,Influencer_1029,user_1029,Fitness,3m,7m,10.47,France
,,,7m,,,,,,,Influencer_1030,user_1030,Fashion,7m,4m,9.18,UK
,,,2m,,,,,,,Influencer_1031,user_1031,Gaming,7m,5m,5.24,USA
,,,4m,,,,,,,Influencer_1032,user_1032,Tech,1m,5m,6.77,Japan
,,,1m,,,,,,,Influencer_1033,user_1033,Music,7m,2m,7.11,UK
,,,1m,,,,,,,Influencer_1034,user_1034,Beauty,2m,110k,1.45,USA
,,,2m,,,,,,,Influencer_1035,user_1035,Fashion,1m,2m,0.71,Germany
,,,7m,,,,,,,Influencer_1036,user_1036,Gaming,6m,4m,10.7,France
,,,2m,,,,,,,Influencer_1037,user_1037,Gaming,71k,9m,14.06,USA
,,,5m,,,,,,,Influencer_1038,user_1038,Tech,3m,825k,3.22,France
,,,3m,,,,,,,Influencer_1039,user_1039,Music,7m,2m,7.8,USA
,,,686k,,,,,,,Influencer_1040,user_1040,Fitness,2m,8m,13.25,South Korea
,,,6m,,,,,,,Influencer_1041,user_1041,Fashion,6m,4m,10.92,France
,,,1m,,,,,,,Influencer_1042,user_1042,Gaming,9m,4m,9.67,USA
,,,501k,,,,,,,Influencer_1043,user_1043,Gaming,4m,4m,8.75,Italy
,,,4m,,,,,,,Influencer_1044,user_1044,Tech,4m,2m,4.65,UK
,,,9m,,,,,,,Influencer_1045,user_1045,Beauty,6m,618k,10.71,USA
,,,5m,,,,,,,Influencer_1046,user_1046,Beauty,1m,5m,11.19,France
,,,8m,,,,,,,Influencer_1047,user_1047,Fashion,4m,2m,9.58,Japan
,,,116k,,,,,,,Influencer_1048,user_1048,Beauty,1m,6m,13.6,UK
,,,2m,,,,,,,Influencer_1049,user_1049,Travel,4m,1m,12.98,France
,,,3m,,,,,,,Influencer_1050,user_1050,Gaming,4m,2m,2.74,Brazil
,,,6m,,,,,,,Influencer_1051,user_1051,Beauty,8m,7m,8.63,USA
,,,6m,,,,,,,Influencer_1052,user_1052,Gaming,4m,9m,2.94,USA
,,,6m,,,,,,,Influencer_1053,user_1053,Tech,6m,9m,5.98,Japan
,,,1m,,,,,,,Influencer_1054,user_1054,Fitness,445k,8m,9.26,Japan
,,,1m,,,,,,,Influencer_1055,user_1055,Music,9m,9m,11.14,USA
,,,8m,,,,,,,Influencer_1056,user_1056,Fashion,498k,8m,4.47,South Korea
,,,6m,,,,,,,Influencer_1057,user_1057,Fitness,9m,9m,13.71,South Korea
,,,6m,,,,,,,Influencer_1058,user_1058,Fashion,6m,2m,10.56,France
,,,1m,,,,,,,Influencer_1059,user_1059,Music,2m,3m,1.5,South Korea
,,,3m,,,,,,,Influencer_1060,user_1060,Music,118k,3m,2.41,Japan
,,,4m,,,,,,,Influencer_1061,user_1061,Fitness,1m,9m,0.68,Japan
,,,8m,,,,,,,Influencer_1062,user_1062,Tech,1m,8m,3.32,Brazil
,,,9m,,,,,,,Influencer_1063,user_1063,Music,3m,449k,6.23,France
,,,7m,,,,,,,Influencer_1064,user_1064,Music,3m,2m,10.75,France
,,,1m,,,,,,,Influencer_1065,user_1065,Fashion,5m,6m,11.19,Brazil
,,,7m,,,,,,,Influencer_1066,user_1066,Fitness,183k,2m,10.36,USA
,,,4m,,,,,,,Influencer_1067,user_1067,Fitness,803k,4m,3.83,Japan
,,,176k,,,,,,,Influencer_1068,user_1068,Fashion,4m,6m,14.33,South Korea
,,,8m,,,,,,,Influencer_1069,user_1069,Music,7m,3m,3.79,France
,,,8m,,,,,,,Influencer_1070,user_1070,Travel,8m,1m,0.71,Germany
,,,6m,,,,,,,Influencer_1071,user_1071,Travel,6m,764k,11.47,Brazil
,,,5m,,,,,,,Influencer_1072,user_1072,Music,1m,5m,6.04,Japan
,,,3m,,,,,,,Influencer_1073,user_1073,Travel,4m,4m,8.14,Germany
,,,49k,,,,,,,Influencer_1074,user_1074,Music,721k,5m,10.19,France
,,,5m,,,,,,,Influencer_1075,user_1075,Gaming,1m,251k,9.43,USA
,,,2m,,,,,,,Influencer_1076,user_1076,Fashion,2m,9m,0.37,France
,,,2m,,,,,,,Influencer_1077,user_1077,Fitness,3m,4m,10.26,UK
,,,2m,,,,,,,Influencer_1078,user_1078,Tech,4m,6m,10.48,India
,,,3m,,,,,,,Influencer_1079,user_1079,Gaming,4m,7m,6.41,India
,,,9m,,,,,,,Influencer_1080,user_1080,Tech,5m,3m,3.83,India
,,,4m,,,,,,,Influencer_1081,user_1081,Music,1m,675k,11.29,Italy
,,,6m,,,,,,,Influencer_1082,user_1082,Tech,898k,5m,7.5,Italy
,,,3m,,,,,,,Influencer_1083,user_1083,Beauty,4m,6m,13.59,Italy
,,,3m,,,,,,,Influencer_1084,user_1084,Music,4m,5m,7.29,Brazil
,,,1m,,,,,,,Influencer_1085,user_1085,Travel,3m,2m,8.35,Brazil
,,,3m,,,,,,,Influencer_1086,user_1086,Gaming,197k,2m,1.79,Brazil
,,,6m,,,,,,,Influencer_1087,user_1087,Fitness,5m,533k,11.08,UK
,,,2m,,,,,,,Influencer_1088,user_1088,Music,4m,4m,13.02,Japan
,,,1m,,,,,,,Influencer_1089,user_1089,Music,7m,9m,12.35,UK
,,,6m,,,,,,,Influencer_1090,user_1090,Travel,9m,6m,12.21,South Korea
,,,8m,,,,,,,Influencer_1091,user_1091,Fashion,5m,4m,1.34,Japan
,,,448k,,,,,,,Influencer_1092,user_1092,Music,9m,7m,6.57,UK
,,,4m,,,,,,,Influencer_1093,user_1093,Gaming,6m,7m,11.53,Italy
,,,5m,,,,,,,Influencer_1094,user_1094,Music,5m,5m,6.06,USA
,,,6m,,,,,,,Influencer_1095,user_1095,Fashion,4m,4m,6.6,Brazil
,,,3m,,,,,,,Influencer_1096,user_1096,Beauty,4m,423k,14.54,UK
,,,2m,,,,,,,Influencer_1097,user_1097,Music,8m,1m,4.49,USA
,,,6m,,,,,,,Influencer_1098,user_1098,Travel,9m,5m,13.53,Italy
,,,7m,,,,,,,Influencer_1099,user_1099,Tech,5m,5m,9.34,India
,,,2m,,,,,,,Influencer_1100,user_1100,Fitness,9m,6m,5.36,UK
,,,4m,,,,,,,Influencer_1101,user_1101,Gaming,7m,9m,14.79,Japan
,,,4m,,,,,,,Influencer_1102,user_1102,Music,4m,4m,12.23,France
,,,2m,,,,,,,Influencer_1103,user_1103,Travel,575k,5m,6.33,India
,,,3m,,,,,,,Influencer_1104,user_1104,Beauty,9m,3m,0.49,USA
,,,8m,,,,,,,Influencer_1105,user_1105,Beauty,3m,8m,5.71,Italy
,,,4m,,,,,,,Influencer_1106,user_1106,Beauty,9m,4m,7.08,France
,,,8m,,,,,,,Influencer_1107,user_1107,Music,7m,4m,12.98,USA
,,,2m,,,,,,,Influencer_1108,user_1108,Travel,3m,8m,5.73,Brazil
,,,8m,,,,,,,Influencer_1109,user_1109,Beauty,1m,6m,14.32,Germany
,,,4m,,,,,,,Influencer_1110,user_1110,Beauty,92k,1m,0.43,UK
,,,2m,,,,,,,Influencer_1111,user_1111,Beauty,2m,4m,14.52,Italy
,,,5m,,,,,,,Influencer_1112,user_1112,Fashion,6m,5m,11.79,UK
,,,8m,,,,,,,Influencer_1113,user_1113,Tech,3m,327k,0.32,Japan
,,,317k,,,,,,,Influencer_1114,user_1114,Fitness,6m,550k,6.62,UK
,,,2m,,,,,,,Influencer_1115,user_1115,Gaming,9m,7m,11.78,South Korea
,,,1m,,,,,,,Influencer_1116,user_1116,Fitness,9m,3m,12.65,USA
,,,9m,,,,,,,Influencer_1117,user_1117,Gaming,1m,2m,3.22,France
,,,8m,,,,,,,Influencer_1118,user_1118,Music,9m,1m,2.78,Germany
,,,9m,,,,,,,Influencer_1119,user_1119,Fashion,5m,1m,2.67,France
,,,6m,,,,,,,Influencer_1120,user_1120,Tech,4m,5m,4.25,Japan
,,,7m,,,,,,,Influencer_1121,user_1121,Travel,2m,4m,2.02,Italy
,,,2m,,,,,,,Influencer_1122,user_1122,Fitness,1m,3m,13.82,USA
,,,4m,,,,,,,Influencer_1123,user_1123,Fitness,6m,9m,9.0,Germany
,,,6m,,,,,,,Influencer_1124,user_1124,Music,9m,635k,3.62,South Korea
,,,6m,,,,,,,Influencer_1125,user_1125,Beauty,7m,5m,1.03,India
,,,2m,,,,,,,Influencer_1126,user_1126,Tech,2m,3m,0.55,UK
,,,5m,,,,,,,Influencer_1127,user_1127,Fitness,1m,9m,2.82,South Korea
,,,3m,,,,,,,Influencer_1128,user_1128,Fashion,2m,770k,1.88,USA
,,,5m,,,,,,,Influencer_1129,user_1129,Travel,467k,1m,7.53,Germany
,,,3m,,,,,,,Influencer_1130,user_1130,Music,2m,8m,8.51,Italy
,,,5m,,,,,,,Influencer_1131,user_1131,Travel,5m,8m,8.6,India
,,,9m,,,,,,,Influencer_1132,user_1132,Tech,9m,1m,14.01,Brazil
,,,2m,,,,,,,Influencer_1133,user_1133,Beauty,8m,2m,12.78,India
,,,9m,,,,,,,Influencer_1134,user_1134,Music,3m,4m,0.37,Brazil
,,,4m,,,,,,,Influencer_1135,user_1135,Gaming,8m,7m,14.55,Germany
,,,2m,,,,,,,Influencer_1136,user_1136,Music,387k,1m,10.06,Italy
,,,8m,,,,,,,Influencer_1137,user_1137,Fitness,5m,244k,4.27,Brazil
,,,64k,,,,,,,Influencer_1138,user_1138,Beauty,1m,8m,3.71,USA
,,,9m,,,,,,,Influencer_1139,user_1139,Fitness,5m,9m,2.4,Germany
,,,5m,,,,,,,Influencer_1140,user_1140,Travel,571k,4m,5.6,India
,,,7m,,,,,,,Influencer_1141,user_1141,Fitness,3m,8m,14.85,India
,,,8m,,,,,,,Influencer_1142,user_1142,Fitness,3m,9m,10.25,USA
,,,8m,,,,,,,Influencer_1143,user_1143,Fashion,2m,2m,6.24,USA
,,,786k,,,,,,,Influencer_1144,user_1144,Travel,9m,1m,14.86,UK
,,,1m,,,,,,,Influencer_1145,user_1145,Gaming,386k,2m,11.14,Japan
,,,8m,,,,,,,Influencer_1146,user_1146,Gaming,1m,9m,11.28,France
,,,8m,,,,,,,Influencer_1147,user_1147,Travel,5m,4m,9.54,Germany
,,,9m,,,,,,,Influencer_1148,user_1148,Fashion,7m,829k,6.83,India
,,,5m,,,,,,,Influencer_1149,user_1149,Beauty,7m,2m,8.14,USA
,,,4m,,,,,,,Influencer_1150,user_1150,Fashion,3m,4m,8.02,Brazil
,,,7m,,,,,,,Influencer_1151,user_1151,Tech,3m,345k,5.09,Germany
,,,9m,,,,,,,Influencer_1152,user_1152,Music,6m,5m,11.18,Germany
,,,3m,,,,,,,Influencer_1153,user_1153,Beauty,7m,7m,11.34,Japan
,,,5m,,,,,,,Influencer_1154,user_1154,Beauty,5m,9m,11.98,Brazil
,,,5m,,,,,,,Influencer_1155,user_1155,Travel,2m,2m,9.02,Germany
,,,5m,,,,,,,Influencer_1156,user_1156,Gaming,7m,5m,5.25,India
,,,3m,,,,,,,Influencer_1157,user_1157,Beauty,7m,4m,4.39,India
,,,8m,,,,,,,Influencer_1158,user_1158,Beauty,9m,4m,8.94,Germany
,,,4m,,,,,,,Influencer_1159,user_1159,Gaming,2m,890k,9.81,USA
,,,5m,,,,,,,Influencer_1160,user_1160,Gaming,9m,8m,1.65,Italy
,,,2m,,,,,,,Influencer_1161,user_1161,Beauty,6m,7m,1.79,Brazil
,,,6m,,,,,,,Influencer_1162,user_1162,Fitness,494k,3m,8.91,Brazil
,,,318k,,,,,,,Influencer_1163,user_1163,Music,8m,8m,11.84,Italy
,,,1m,,,,,,,Influencer_1164,user_1164,Tech,9m,1m,13.81,UK
,,,1m,,,,,,,Influencer_1165,user_1165,Music,2m,4m,3.45,France
,,,2m,,,,,,,Influencer_1166,user_1166,Beauty,9m,6m,6.34,India
,,,1m,,,,,,,Influencer_1167,user_1167,Fashion,5m,5m,3.27,USA
,,,570k,,,,,,,Influencer_1168,user_1168,Music,8m,967k,8.4,Japan
,,,3m,,,,,,,Influencer_1169,user_1169,Gaming,3m,9m,4.56,South Korea
,,,7m,,,,,,,Influencer_1170,user_1170,Tech,8m,5m,5.73,India
,,,4m,,,,,,,Influencer_1171,user_1171,Tech,8m,703k,7.96,Japan
,,,2m,,,,,,,Influencer_1172,user_1172,Gaming,9m,3m,8.44,Germany
,,,5m,,,,,,,Influencer_1173,user_1173,Fashion,3m,9m,4.16,France
,,,8m,,,,,,,Influencer_1174,user_1174,Beauty,4m,7m,0.5,South Korea
,,,2m,,,,,,,Influencer_1175,user_1175,Tech,3m,76k,7.63,India
,,,3m,,,,,,,Influencer_1176,user_1176,Beauty,1m,8m,3.65,UK
,,,4m,,,,,,,Influencer_1177,user_1177,Tech,1m,7m,12.85,Germany
,,,499k,,,,,,,Influencer_1178,user_1178,Gaming,1m,7m,6.16,South Korea
,,,5m,,,,,,,Influencer_1179,user_1179,Fitness,1m,6m,3.2,France
,,,6m,,,,,,,Influencer_1180,user_1180,Travel,4m,9m,6.38,UK
,,,4m,,,,,,,Influencer_1181,user_1181,Fashion,8m,6m,12.39,France
,,,6m,,,,,,,Influencer_1182,user_1182,Music,1m,5m,5.51,Brazil
,,,3m,,,,,,,Influencer_1183,user_1183,Gaming,8m,8m,11.72,USA
,,,4m,,,,,,,Influencer_1184,user_1184,Fitness,90k,9m,12.02,USA
,,,3m,,,,,,,Influencer_1185,user_1185,Fitness,2m,886k,3.94,Japan
,,,116k,,,,,,,Influencer_1186,user_1186,Beauty,9m,9m,2.66,South Korea
,,,9m,,,,,,,Influencer_1187,user_1187,Travel,1m,9m,1.85,Germany
,,,2m,,,,,,,Influencer_1188,user_1188,Fashion,3m,5m,12.46,South Korea
,,,716k,,,,,,,Influencer_1189,user_1189,Travel,8m,6m,4.07,India
,,,1m,,,,,,,Influencer_1190,user_1190,Fitness,4m,8m,2.71,USA
,,,8m,,,,,,,Influencer_1191,user_1191,Fitness,1m,5m,7.83,UK
,,,6m,,,,,,,Influencer_1192,user_1192,Gaming,3m,3m,1.45,France
,,,7m,,,,,,,Influencer_1193,user_1193,Fitness,4m,876k,13.74,South Korea
,,,378k,,,,,,,Influencer_1194,user_1194,Tech,9m,4m,14.06,Brazil
,,,1m,,,,,,,Influencer_1195,user_1195,Fashion,3m,2m,2.51,Germany
,,,1m,,,,,,,Influencer_1196,user_1196,Tech,9m,9m,9.39,UK
,,,2m,,,,,,,Influencer_1197,user_1197,Travel,3m,6m,6.25,India
,,,1m,,,,,,,Influencer_1198,user_1198,Fitness,7m,5m,8.89,France
,,,7m,,,,,,,Influencer_1199,user_1199,Travel,4m,428k,11.87,Italy
,,,7m,,,,,,,Influencer_1200,user_1200,Music,6m,3m,8.17,India
,,,7m,,,,,,,Influencer_1201,user_1201,Tech,9m,8m,11.41,Brazil
,,,2m,,,,,,,Influencer_1202,user_1202,Beauty,6m,464k,3.82,Italy
,,,7m,,,,,,,Influencer_1203,user_1203,Gaming,3m,8m,0.69,South Korea
,,,3m,,,,,,,Influencer_1204,user_1204,Fashion,4m,6m,7.15,South Korea
,,,9m,,,,,,,Influencer_1205,user_1205,Beauty,2m,2m,2.97,India
,,,6m,,,,,,,Influencer_1206,user_1206,Fitness,838k,3m,6.88,South Korea
,,,7m,,,,,,,Influencer_1207,user_1207,Fashion,6m,8m,1.9,UK
,,,4m,,,,,,,Influencer_1208,user_1208,Tech,134k,9m,6.13,South Korea
,,,1m,,,,,,,Influencer_1209,user_1209,Music,7m,6m,4.85,UK
,,,4m,,,,,,,Influencer_1210,user_1210,Fashion,7m,4m,6.98,UK
,,,1m,,,,,,,Influencer_1211,user_1211,Beauty,8m,6m,5.82,France
,,,7m,,,,,,,Influencer_1212,user_1212,Tech,7m,8m,11.53,Brazil
,,,9m,,,,,,,Influencer_1213,user_1213,Gaming,7m,1m,6.38,Brazil
,,,2m,,,,,,,Influencer_1214,user_1214,Fashion,4m,549k,4.38,Germany
,,,9m,,,,,,,Influencer_1215,user_1215,Fitness,785k,9m,6.47,USA
,,,3m,,,,,,,Influencer_1216,user_1216,Fashion,4m,5m,3.96,Japan
,,,910k,,,,,,,Influencer_1217,user_1217,Music,5m,5m,9.24,Italy
,,,5m,,,,,,,Influencer_1218,user_1218,Music,5m,8m,9.78,Brazil
,,,4m,,,,,,,Influencer_1219,user_1219,Tech,863k,302k,2.73,Italy
,,,1m,,,,,,,Influencer_1220,user_1220,Fashion,9m,8m,5.32,Brazil
,,,1m,,,,,,,Influencer_1221,user_1221,Beauty,6m,4m,7.82,Germany
,,,6m,,,,,,,Influencer_1222,user_1222,Fitness,8m,7m,7.78,UK
,,,1m,,,,,,,Influencer_1223,user_1223,Beauty,6m,7m,9.38,Italy
,,,1m,,,,,,,Influencer_1224,user_1224,Fashion,8m,3m,1.46,Italy
,,,2m,,,,,,,Influencer_1225,user_1225,Tech,491k,8m,0.76,UK
,,,1m,,,,,,,Influencer_1226,user_1226,Gaming,3m,3m,9.86,Brazil
,,,4m,,,,,,,Influencer_1227,user_1227,Tech,605k,9m,3.86,Japan
,,,3m,,,,,,,Influencer_1228,user_1228,Tech,8m,5m,1.31,Brazil
,,,402k,,,,,,,Influencer_1229,user_1229,Travel,506k,1m,8.93,France
,,,3m,,,,,,,Influencer_1230,user_1230,Fitness,5m,6m,11.04,India
,,,4m,,,,,,,Influencer_1231,user_1231,Tech,9m,4m,13.02,Italy
,,,4m,,,,,,,Influencer_1232,user_1232,Travel,1m,9m,13.96,Germany
,,,7m,,,,,,,Influencer_1233,user_1233,Music,8m,1m,13.09,France
,,,6m,,,,,,,Influencer_1234,user_1234,Music,5m,8m,11.18,UK
,,,6m,,,,,,,Influencer_1235,user_1235,Gaming,442k,3m,0.2,USA
,,,8m,,,,,,,Influencer_1236,user_1236,Fashion,7m,5m,0.24,France
,,,8m,,,,,,,Influencer_1237,user_1237,Beauty,9m,8m,12.62,Brazil
,,,8m,,,,,,,Influencer_1238,user_1238,Travel,1m,5m,1.11,USA
,,,4m,,,,,,,Influencer_1239,user_1239,Gaming,6m,597k,7.16,Japan
,,,2m,,,,,,,Influencer_1240,user_1240,Fitness,3m,1m,14.85,Germany
,,,5m,,,,,,,Influencer_1241,user_1241,Tech,2m,1m,5.82,USA
,,,3m,,,,,,,Influencer_1242,user_1242,Beauty,1m,3m,3.86,South Korea
,,,812k,,,,,,,Influencer_1243,user_1243,Fitness,4m,1m,1.62,Italy
,,,7m,,,,,,,Influencer_1244,user_1244,Music,7m,9m,4.55,UK
,,,3m,,,,,,,Influencer_1245,user_1245,Music,9m,3m,14.27,India
,,,3m,,,,,,,Influencer_1246,user_1246,Gaming,9m,7m,12.87,Germany
,,,9m,,,,,,,Influencer_1247,user_1247,Beauty,3m,3m,14.76,USA
,,,7m,,,,,,,Influencer_1248,user_1248,Fitness,9m,4m,0.56,Italy
,,,1m,,,,,,,Influencer_1249,user_1249,Gaming,4m,2m,8.19,Italy
,,,5m,,,,,,,Influencer_1250,user_1250,Fashion,5m,5m,6.86,UK
,,,9m,,,,,,,Influencer_1251,user_1251,Gaming,5m,5m,0.58,France
,,,4m,,,,,,,Influencer_1252,user_1252,Gaming,4m,5m,1.85,USA
,,,8m,,,,,,,Influencer_1253,user_1253,Beauty,6m,2m,8.42,Italy
,,,7m,,,,,,,Influencer_1254,user_1254,Gaming,7m,1m,11.98,USA
,,,9m,,,,,,,Influencer_1255,user_1255,Travel,3m,8m,5.99,Japan
,,,3m,,,,,,,Influencer_1256,user_1256,Tech,6m,2m,10.89,France
,,,5m,,,,,,,Influencer_1257,user_1257,Fashion,9m,2m,2.22,Japan
,,,9m,,,,,,,Influencer_1258,user_1258,Beauty,4m,8m,14.12,USA
,,,8m,,,,,,,Influencer_1259,user_1259,Fitness,2m,8m,12.39,Japan
,,,3m,,,,,,,Influencer_1260,user_1260,Music,4m,7m,10.37,UK
,,,4m,,,,,,,Influencer_1261,user_1261,Music,9m,7m,0.57,Japan
,,,5m,,,,,,,Influencer_1262,user_1262,Fashion,9m,8m,10.67,India
,,,1m,,,,,,,Influencer_1263,user_1263,Fitness,4m,9m,5.16,South Korea
,,,1m,,,,,,,Influencer_1264,user_1264,Tech,9m,3m,9.0,Japan
,,,1m,,,,,,,Influencer_1265,user_1265,Fitness,7m,4m,6.64,UK
,,,4m,,,,,,,Influencer_1266,user_1266,Beauty,7m,2m,9.27,France
,,,6m,,,,,,,Influencer_1267,user_1267,Music,4m,8m,2.81,South Korea
,,,2m,,,,,,,Influencer_1268,user_1268,Travel,9m,6m,8.37,UK
,,,8m,,,,,,,Influencer_1269,user_1269,Tech,1m,1m,8.18,France
,,,1m,,,,,,,Influencer_1270,user_1270,Gaming,3m,2m,3.39,Japan
,,,1m,,,,,,,Influencer_1271,user_1271,Music,2m,7m,2.7,Brazil
,,,7m,,,,,,,Influencer_1272,user_1272,Music,2m,9m,11.06,Germany
,,,4m,,,,,,,Influencer_1273,user_1273,Gaming,1m,9m,8.72,Germany
,,,4m,,,,,,,Influencer_1274,user_1274,Fitness,9m,3m,13.11,UK
,,,9m,,,,,,,Influencer_1275,user_1275,Gaming,4m,8m,7.04,Brazil
,,,6m,,,,,,,Influencer_1276,user_1276,Music,4m,1m,2.78,UK
,,,388k,,,,,,,Influencer_1277,user_1277,Music,4m,5m,5.45,UK
,,,1m,,,,,,,Influencer_1278,user_1278,Music,2m,2m,3.95,Brazil
,,,4m,,,,,,,Influencer_1279,user_1279,Travel,153k,4m,2.05,South Korea
,,,1m,,,,,,,Influencer_1280,user_1280,Music,7m,3m,1.2,Italy
,,,923k,,,,,,,Influencer_1281,user_1281,Fashion,8m,1m,0.65,Brazil
,,,9m,,,,,,,Influencer_1282,user_1282,Music,8m,2m,12.68,India
,,,4m,,,,,,,Influencer_1283,user_1283,Gaming,4m,3m,1.77,UK
,,,8m,,,,,,,Influencer_1284,user_1284,Beauty,2m,3m,0.69,South Korea
,,,1m,,,,,,,Influencer_1285,user_1285,Tech,1m,7m,7.66,Germany
,,,1m,,,,,,,Influencer_1286,user_1286,Travel,4m,7m,14.28,UK
,,,3m,,,,,,,Influencer_1287,user_1287,Travel,8m,6m,3.89,UK
,,,4m,,,,,,,Influencer_1288,user_1288,Music,3m,6m,14.1,South Korea
,,,3m,,,,,,,Influencer_1289,user_1289,Fitness,647k,1m,10.12,Japan
,,,5m,,,,,,,Influencer_1290,user_1290,Travel,6m,5m,9.96,South Korea
,,,8m,,,,,,,Influencer_1291,user_1291,Fitness,4m,8m,9.31,India
,,,1m,,,,,,,Influencer_1292,user_1292,Music,5m,8m,13.79,USA
,,,4m,,,,,,,Influencer_1293,user_1293,Tech,3m,6m,2.47,Japan
,,,2m,,,,,,,Influencer_1294,user_1294,Music,2m,4m,13.07,Italy
,,,2m,,,,,,,Influencer_1295,user_1295,Travel,721k,8m,6.12,Germany
,,,2m,,,,,,,Influencer_1296,user_1296,Beauty,2m,4m,4.83,USA
,,,6m,,,,,,,Influencer_1297,user_1297,Beauty,2m,7m,4.99,USA
,,,1m,,,,,,,Influencer_1298,user_1298,Gaming,7m,4m,10.46,Italy
,,,9m,,,,,,,Influencer_1299,user_1299,Fashion,3m,4m,9.09,UK
,,,1m,,,,,,,Influencer_1300,user_1300,Beauty,3m,225k,14.28,UK
,,,747k,,,,,,,Influencer_1301,user_1301,Beauty,9m,5m,5.18,Brazil
,,,8m,,,,,,,Influencer_1302,user_1302,Fitness,571k,2m,11.23,Brazil
,,,5m,,,,,,,Influencer_1303,user_1303,Music,9m,4m,13.48,Italy
,,,5m,,,,,,,Influencer_1304,user_1304,Gaming,5m,7m,3.04,Japan
,,,9m,,,,,,,Influencer_1305,user_1305,Tech,6m,705k,3.93,Germany
,,,9m,,,,,,,Influencer_1306,user_1306,Beauty,4m,424k,8.76,Germany
,,,5m,,,,,,,Influencer_1307,user_1307,Beauty,6m,698k,6.26,Italy
,,,6m,,,,,,,Influencer_1308,user_1308,Beauty,9m,6m,12.91,South Korea
,,,4m,,,,,,,Influencer_1309,user_1309,Travel,8m,9m,1.69,India
,,,4m,,,,,,,Influencer_1310,user_1310,Gaming,5m,1m,7.94,South Korea
,,,5m,,,,,,,Influencer_1311,user_1311,Beauty,6m,3m,3.26,India
,,,6m,,,,,,,Influencer_1312,user_1312,Fitness,75k,6m,11.57,USA
,,,7m,,,,,,,Influencer_1313,user_1313,Fitness,5m,5m,11.01,Germany
,,,4m,,,,,,,Influencer_1314,user_1314,Gaming,7m,4m,9.4,USA
,,,2m,,,,,,,Influencer_1315,user_1315,Music,2m,195k,3.61,UK
,,,8m,,,,,,,Influencer_1316,user_1316,Fashion,866k,8m,2.76,Brazil
,,,6m,,,,,,,Influencer_1317,user_1317,Music,5m,6m,3.93,Italy
,,,4m,,,,,,,Influencer_1318,user_1318,Beauty,4m,257k,6.12,Japan
,,,7m,,,,,,,Influencer_1319,user_1319,Travel,4m,842k,14.87,France
,,,7m,,,,,,,Influencer_1320,user_1320,Gaming,5m,1m,13.59,Germany
,,,8m,,,,,,,Influencer_1321,user_1321,Travel,1m,403k,5.22,South Korea
,,,4m,,,,,,,Influencer_1322,user_1322,Gaming,5m,7m,12.03,Brazil
,,,1m,,,,,,,Influencer_1323,user_1323,Beauty,7m,1m,4.93,France
,,,6m,,,,,,,Influencer_1324,user_1324,Beauty,6m,8m,5.74,Japan
,,,780k,,,,,,,Influencer_1325,user_1325,Fashion,4m,1m,5.07,Japan
